Compound_ID	Compound	Type	Source	A1	A1MS	A1P	A2	A2MS	A2P	A3	A3MS	A3P	A4	A4MS	A4P	A5	A5MS	A5P	A6	A6MS	A6P	B1	B1MS	B1P	B2	B2MS	B2P	B3	B3MS	B3P	B4	B4MS	B4P	B5	B5MS	B5P	B6	B6MS	B6P	C1	C1MS	C1P	C2	C2MS	C2P	C3	C3MS	C3P	C4	C4MS	C4P	C5	C5MS	C5P	C6	C6MS	C6P	D1	D1MS	D1P	D2	D2MS	D2P	D3	D3MS	D3P	D4	D4MS	D4P	D5	D5MS	D5P	D6	D6MS	D6P
compound.17	Benzene	Aromatic	Aromatic	0.000670302	0.007976612	0.002981011	0.000475206	0.014452139	0.002253453	0.001938717	0.003166449	0.002386681	0.000551851	0.013048372	0.002351129	0.001135747	0.010471604	0.001352883	0.000444522	0.008906965	0.001930368	0.000523295	0.002894894	0.001457355	0.000511756	0.010030287	0.000614485	0.003929881	0.005198321	0.002252025	0	0.0096859	0.001568862	0.000672425	0.008295051	0.003065844	0.000617704	0.006790183	0.002744181	0.000826242	0.012560299	0	0	0.009518936	0.000502407	0.001463411	0.008148743	0.001394046	0.003141857	0.018330287	0.00131972	0.001100544	0.004532138	0.000636253	0	0.011690002	0.002303319	0.003263545	0.016307581	0.001370672	0.000682998	0.015220568	0.002791749	0.001156157	0.012736795	0.004360755	0.000554748	0.008377593	0	0.002118332	0.012691143	0	0.003411278	0.011327279	0
compound.18	"Benzene, butyl-"	Aromatic	Aromatic	0	0.002069181	0.000920039	0	0.002466498	0.000540477	0.000366517	0	0.000462341	0	0.004462798	0.001415267	0.000479424	0.00162224	0.000244392	0	0.001936911	0	0	0	0.000519102	0	0.002362235	0	0	0	0.001296018	0.000311813	0.003201502	0.000762898	0	0	0.001279368	0	0.001784397	0	0	0.003899674	0	0	0.002363482	0.000293429	0.000552806	0.004645545	0.000475188	0.000959489	0.003884926	0.000237253	0	0.001294473	0.000320341	0.001075013	0.003110729	0.000935964	0.003485554	0.004260156	0.000500865	0	0.004798215	0	0	0.003544869	0.003232973	0.000503932	0.003844512	0	0.001982542	0.005085458	0	0.001731613	0.002349237	0
compound.19	"Phenol, 3-methyl-"	Aromatic	Aromatic	0	0	0	0	0	0	0.001194363	0	0	0.002796645	0.006162912	0	0	0	0.008488247	0	0	0	0	0	0	0	0	0	0	0	0	0.001393314	0.0069185	0	0	0	0	0	0.001737023	0	0	0	0	0	0.000914747	0	0	0	0	0	0	0	0.001297902	0	0	0.00088381	0	0.001178622	0	0	0	0	0	0	0.005711965	0	0.002072612	0.002173823	0	0	0.001914647	0	0	0.003515175	0.004088544	0
compound.20	"Naphthalene, 1,2-dihydro-4-methyl-"	Aromatic	Aromatic	0	0.003343333	0.001696388	0	0.007129722	0.000522871	0	0.001552181	0	0	0.00313671	0	0	0.002381861	0	0	0.004104744	0	0.000198491	0.000651351	0	0.000871607	0.003848355	0	0	0.000953892	0	0	0.004042575	0	0.000230119	0.001556968	0.000210466	0	0.001898093	0.000289194	0	0.004386136	0	0.00058694	0.005432759	0	0	0.002452238	0	0.001802335	0.008989266	0	0	0.002437876	0	0	0.003546628	0	0.000270852	0.006374299	0.000248197	0.000345307	0.009242464	0.0004457	0.001077015	0.002617432	0.000423545	0.000121395	0.005967601	0	0.001284579	0.003843346	0	0.000883123	0.003254079	0
compound.21	"Benzene, (1,3-dimethylbutyl)-"	Aromatic	Aromatic	0	0.000186647	0.000142188	0	0.001258942	0	0	0	0	0	0.000807554	0.000184877	0	0.001768156	0	0	0.000645637	0	0	0	0	0	0.000724637	0	0	0	0	0	0.000142982	0	0	0.000694546	0	0	0	0	0	0.003066308	0	0	0.000942607	0	0	0.000761565	0	0	0.001137338	0	0	0.000295626	0	0	0.000320583	0	0.000257531	0.001683877	0	0	0	0	0	0	0.000385952	0	0.00119352	0	0	0.001255613	0	0	0	0
compound.22	Biphenyl	Aromatic	Aromatic	0	0.001511081	0	0.000124307	0.003134508	0	0.000505199	0.000271321	0	0	0.00255017	0.000487056	0	0.001845406	0	0	0.001710703	0.000354475	0.000132836	0.000359181	0	0	0.000573159	0	0.000343652	0.000514634	0.000337804	0	0.001261609	0	0.00017483	0.001254133	0.000306584	0	0.001076955	0	0.000265399	0.00232864	0	6.63148E-05	0.001476596	0	0.00042054	0.001736368	0	0	0.001954188	0	0	0.000592436	0	0	0.002052685	0	0.00068379	0.003304012	0	0	0.002281119	0.000362438	0	0.002213482	0	0	0.001704209	0	0.002118332	0.001566141	0	0.000796542	0.002007408	0
compound.23	Anthracene	Aromatic	Aromatic	0	0	0	0	0	0.000746456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003568393	0	0	0	0	0	0	0	0.00358467	0	0	0	0	0	0	0	0	0.003533173	0	0	0.001036764	0	0	0.002338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.24	"Benzene, 1,2,3,4-tetramethyl-"	Aromatic	Aromatic	0	0.003053753	0	0	0.002016876	0	0	0.000940622	0	0	0.003795504	0	0	0.002347528	0	0	0.006267864	0	0	0.003055721	0	0	0.004585274	0	0	0	0	0	0	0	0	0.003357521	0	0	0	0	0	0.005821599	0	0	0.001783059	0	0	0.006907392	0	0	0.004025628	0	0.000790802	0.001575881	0	0.000799574	0.001862475	0	0	0.004679798	0	0	0.006646708	0	0.003114053	0.00286887	0	0	0.006828312	0	0	0.004950446	0	0	0.004222595	0
compound.25	2H-1-Benzopyran-2-one	Aromatic	Aromatic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000466324	0	0	0	0	0	0.000751056	0	0	0.000625754	0	0	0	0	0	0	0	0	0	0	0	0	0.000178454	0	0	0	0	0.001783562	0	0
compound.26	"Phenol, 2-methoxy-4-(1Z)-1-propen-1-yl- (cis-Isoeugenol)"	Aromatic	Lignin	0.182809683	0.005317742	0.071415597	0.20283191	0	0.046477466	0.154248288	0.009561434	0.028990049	0.19292365	0.018361227	0.044115536	0.06768337	0.010257022	0.020576908	0.142963447	0.007493161	0.064615683	0.163790001	0.030825256	0.017152941	0.141285828	0.009129609	0.157127896	0.0962906	0.022274806	0.048352301	0.175600175	0.019453194	0.06921452	0.125967563	0.008953388	0.103244359	0.179695629	0.016991248	0.060794162	0.134702548	0.003807964	0.155268104	0.173808967	0.004127968	0.101483389	0.057993801	0.002962487	0.065944414	0.098582816	0.001195963	0.04956893	0.154871107	0.006220582	0.103631073	0.171146333	0.003459448	0.016292711	0.080811579	0.001455465	0.036894098	0.154880513	0.009557101	0.038692658	0.125766448	0.002691627	0.076187898	0.148215214	0.001692733	0.066625361	0.115965125	0.007425669	0.159887434	0.116191241	0.015348798	0.151248751
compound.27	"Ethanone, 1-(4-hydroxy-3-methoxyphenyl)-  (Acetovanillone)"	Aromatic	Lignin	0.061219987	0.006212807	0.032383649	0.063892052	0.003982367	0.069364097	0.051085901	0.01313145	0.072225209	0.058923968	0.01317588	0.080580979	0.044096741	0.008068285	0.06633489	0.073598494	0.012441474	0.081225356	0.053439958	0.011472356	0.044816894	0.053535235	0.020388094	0.042412843	0.079108002	0.015568972	0.070651765	0.051859491	0.113137825	0.123355655	0.047667441	0.016919271	0.0646313	0.042677712	0.022770799	0.062693979	0.066767062	0.013796392	0.045072974	0.05561887	0.047362512	0.049381903	0.082073099	0.003663126	0.098189292	0.112128546	0.004650968	0.089393541	0.057836821	0.007523942	0.05934429	0.052547272	0.014384646	0.057390401	0.068157019	0.007649159	0.094583052	0.062079157	0.003169969	0.083017792	0.062453106	0.007130957	0.045361874	0.065214694	0.03333823	0.018135567	0.060562583	0.007155645	0.054543539	0.086580656	0.007841962	0.052615432
compound.28	"Phenol, 2-methoxy-4-(2-propenyl)- (4-Eugenol)"	Aromatic	Lignin	0.043364157	0.001703257	0.013618289	0.048100139	0	0.009031417	0.032689316	0.002620081	0.006097907	0.049950775	0.004972832	0.006757582	0.01097291	0.000901245	0.001029936	0.031263077	0	0.005388016	0.038310204	0.003591812	0.003385449	0.029938437	0.001125849	0.038405331	0.016723261	0.003222959	0.001883311	0.036761158	0.002474381	0.007106024	0.022563585	0.00105334	0.012395952	0.042958486	0	0.006121634	0.031046684	0	0.038741653	0.043318543	0	0.020325305	0.003035348	0	0.006497464	0.008748284	0	0.001938272	0.038786304	0.000388046	0.015352752	0.044123664	0	0.003589789	0.005616849	0	0.00364469	0.040497446	0	0.001915042	0.021677938	0	0.010200156	0.033030819	0	0.01272376	0.030417082	0	0.03351041	0.007463253	0.000985272	0.030348713
compound.29	"Benzaldehyde, 4-hydroxy-3-methoxy- (Vanillin)"	Aromatic	Lignin	0.039537908	0.004896534	0.017671607	0.04418838	0.000508073	0.035914405	0.044151804	0.00617768	0.03023962	0.032453048	0.005440363	0.026010316	0.02466341	0.006952458	0.03142179	0.03647359	0.010650656	0.039701172	0.025540136	0.006165051	0.019796815	0.032888037	0.009293368	0.020371523	0.032663949	0.022144848	0.033780375	0.029047879	0.011015337	0.061524018	0.022563585	0.008163384	0.032812814	0.026112021	0.006790183	0.03018599	0.034385037	0.003971447	0.022762605	0.038906469	0.018016328	0.03005855	0.045275862	0.00159167	0.054307164	0.052113435	0.002274675	0.037282614	0.026451437	0.012559651	0.040743841	0.017248341	0.00867834	0.022686541	0.045290006	0.001896354	0.041813311	0.037577567	0.002151331	0.046039366	0.034925566	0.007378273	0.018921666	0.04093563	0.01187782	0.015586005	0.055130961	0.002403217	0.027628263	0.049177813	0.00516095	0.027874633
compound.30	"2-Propanone, 1-(4-hydroxy-3-methoxyphenyl)- (Guaiacylacetone)"	Aromatic	Lignin	0.03429453	0.004212073	0.015333979	0.037379023	0	0.052111098	0.031557219	0.006301854	0.049233101	0.034098134	0.004760318	0.041820508	0.017997623	0.003257356	0.050842202	0.043475217	0.004090606	0.058538973	0.026789381	0.005387719	0.020086996	0.028168678	0.005363133	0.02237528	0.035896319	0.004704481	0.040845551	0.023960398	0.028759255	0.089209826	0.022713013	0.006385873	0.039607386	0.026112021	0.006632271	0.038840714	0.039225649	0.0033853	0.022310368	0.030884517	0.007197244	0.038932979	0.054771923	0.001530745	0.063035101	0.055876138	0.001473458	0.060160582	0.029466627	0.003228778	0.045024897	0.030752857	0.003752689	0.0404429	0.030859367	0.003893634	0.058583356	0.025517199	0.001604649	0.059753219	0.02632321	0.003837526	0.024811191	0.026255266	0.005502816	0.009741253	0.034762379	0.002484224	0.029054238	0.049177813	0.006635507	0.026885001
compound.31	"Phenol, 2,6-dimethoxy-4-(2-propenyl)- (Methoxyeugenol)"	Aromatic	Lignin	0.022674069	0	0.004696701	0.027237428	0	0.027640008	0.024906146	0	0.031489191	0.020638344	0.001096573	0.025755313	0.010024317	0	0.026403032	0.02214468	0	0.036865374	0.037893788	0.003993881	0.021957054	0.037312437	0	0.028720508	0.041000061	0.009928793	0.05254725	0.029868441	0.021216734	0.065523079	0.026000422	0.002541182	0.038115895	0.034956415	0.006884929	0.039685078	0.023201554	0	0.020652165	0.02687354	0	0.028484054	0.030523053	0	0.040730373	0.042706678	0	0.045120437	0.025080896	0.002891089	0.029524522	0.027009031	0.008083933	0.016600847	0.0270852	0	0.042931314	0.025771102	0	0.035753975	0.024430692	0	0.021127105	0.027243368	0	0.011785714	0.026479156	0	0.028519498	0.042424522	0.003351266	0.021936842
compound.32	"Benzeneacetic acid, 4-hydroxy-3-methoxy- (Homovanillic acid)"	Aromatic	Lignin	0.012045599	0	0.007441805	0.010952923	0	0.028168161	0.016839951	0	0.018068798	0.013743941	0	0.046410564	0.012972646	0	0.040804686	0.017911138	0	0.026737524	0.009036211	0	0.010220831	0.009379727	0	0.016013353	0.015753551	0	0.013335521	0.006121389	0.013918394	0.055371616	0.005708139	0.001372633	0.018395062	0.006612238	0.000313296	0.013573141	0.012568899	0	0.005758487	0.012313697	0	0.018607674	0.041375694	0	0.019031752	0.006603544	0	0.018196458	0.007209044	0	0.007277795	0.003329331	0	0.018757802	0.003729765	0	0.011828472	0.008518428	0	0.021991144	0.00240866	0	0.012982017	0.015103836	0	0.003415452	0.012737153	0	0.012013838	0.008103949	0	0.007075868
compound.33	"Phenol, 4-ethyl-2-methoxy- (Ethylguaiacol)"	Aromatic	Lignin	0.002281578	0	0.00448224	0.001192362	0	0.00107039	0.002334951	0	0.000439849	0.000822543	0	0.004666557	0.000192795	0	0	0.002735519	0	0.0008872	0.002165359	7.85374E-05	7.35126E-05	0.00265464	0	0.003039031	0.001042865	0	0	0.001527886	0	0.000596783	0.000709782	0	0.00233667	0.002063692	0	0.000536171	0.005775351	0	0.000755236	0.002740834	0	0.001313988	0.001950084	0	0.000666717	0	0	0	0.002220276	0	0	0.001845171	0	0	0.002442108	0	0	0.002234342	0	0.00116078	0	0	0.000751854	0.001024802	0	0.000488265	0.002607178	0	0.00254893	0.003290065	0	0.007075868
compound.34	"Phenol, 2,6-dimethoxy- (Syringol)"	Aromatic	Lignin	0.006334568	0.000931921	0.004610917	0.006838333	0	0.003256944	0.003198176	0.00286843	0.002599108	0.008659131	0.005100341	0.00326404	0.001292137	0.002411902	0.001979136	0.038753189	0	0.004213186	0.008939047	0.007344452	0.00154441	0.010692299	0.004994674	0.012473383	0.009799185	0.00938297	0.002165918	0.007499933	0.004693727	0.006613832	0.008935777	0.004805863	0.004225893	0.010149995	0.002033897	0.004812871	0.008379266	0	0.005487145	0.006444302	0.002372769	0.004637605	0.003594937	0	0.002739602	0.008748284	0	0.00480861	0.011772945	0.002532665	0.002184815	0.0107635	0.001097671	0.001706305	0.004617805	0.000415923	0.002526687	0.012822075	0.000538816	0.003306018	0.007329208	0	0.005313103	0.012986476	0	0.005291545	0.017924352	0.000630057	0.009161889	0.003532491	0.000278825	0.006317151
compound.35	"Phenol, 2-methoxy-4-propyl- (4-Guaiacylpropane)"	Aromatic	Lignin	0.014879858	0	0.003409934	0.009141924	0	0.002570345	0.001599088	0.000953039	0.002434164	0.00975087	0	0.001456068	0.007870756	0.000639455	0.001252507	0.014345193	0	0.001839218	0.006593242	0	0.000735126	0.007418243	0	0.006896262	0.026879708	0	0.001452777	0.003167368	0.003879786	0.001962616	0.003870178	0.000671504	0.004938494	0.011890797	0	0.003419672	0.010065135	0	0.002803871	0.003743578	0	0.002232921	0.000949606	0	0.002080158	0.010140484	0	0.001578156	0.008072485	0	0.000884259	0.008356755	0	0.002815596	0.002397706	0	0.001663588	0.011946112	0	0.000955072	0.00540228	0	0.003533715	0.015809623	0	0.002766035	0.014665379	0	0.002459807	0.002805213	0.000506041	0.005772853
compound.36	"Ethanone, 1-(4-hydroxy-3,5-dimethoxyphenyl)- (Acetosyringone)"	Aromatic	Lignin	0.005526804	0.002711522	0	0.006171885	0.001361713	0.009453939	0.006919946	0	0.015319741	0.005099765	0.007820522	0.0164477	0	0	0.010975806	0.006773667	0.005042567	0.01055322	0.00874472	0.004101099	0	0.008671823	0	0.007130033	0.012419106	0.007381616	0.017044738	0.005366473	0.030387138	0.020549022	0.007665642	0.030151852	0.000787176	0.007594948	0.023118204	0.017478321	0	0	0.004914311	0.004625993	0.003162144	0.007013662	0.010140437	0	0.01112812	0.00861659	0	0.011121234	0.006811588	0	0.008134006	0.006404617	0	0.015907541	0	0	0.011850832	0.00564933	0.001742303	0	0.005866807	0	0.011052258	0.006069766	0	0.004257288	0.005676045	0.003487814	0.007575492	0	0.006534969	0.005558433
compound.37	"1,2-Benzenediol, 4-methyl- (Homocatechol)"	Aromatic	Lignin	0.018989533	0	0.00094363	0.01422721	0	0.067779638	0.015707853	0	0.017743909	0.010124753	0	0.034425418	0.001258808	0	0.019398591	0.006936495	0	0.049221351	0	0	0.000377236	0.002226948	0	0.001557921	0.005188804	0	0.0060054	0.003134545	0	0.024855703	0	0	0.017732177	0	0	0.003504108	0.010248744	0	0.001157727	0.010615717	0	0.015458683	0	0	0.029335566	0.025398244	0	0.01391743	0	0	0.012370775	0.000331596	0	0.001247952	0.018582223	0	0.053440542	0.004621025	0	0.037713097	0.000136605	0	0.005914587	0.001468036	0	0.000454592	0.017652771	0	0.005383055	0.011705705	0	0.004882184
compound.38	Ethylphenol	Aromatic	Lignin	0.004180532	0.003817191	0.010637278	0.003419166	0.01265365	0.010122933	0.002504766	0.003228536	0.010696328	0.004456686	0.013090874	0.01155164	0.004717326	0.008239951	0.005476993	0.006545707	0.004524173	0.010087339	0.002928787	0.002608085	0.006738655	0.006046679	0.007164491	0.004308076	0.013048567	0.003950724	0.009869168	0.002658619	0.011992067	0.01424281	0.002824184	0.007867132	0.011070182	0.004127384	0.008400877	0.010322342	0.007177459	0.00522349	0.002231037	0.004478923	0.003793644	0.002862719	0.006443756	0.003312807	0.006958105	0.012040649	0.00871568	0.008346222	0.003398941	0.003524996	0.004015335	0.003422927	0.004279729	0.011015876	0.015296477	0.010783189	0.007982541	0.004532159	0.008770508	0.011583308	0.005746374	0.009150707	0.011252752	0.008469441	0.002966586	0.00466618	0.008500488	0.009495856	0.003440164	0.012103976	0.009215981	0.004486332
compound.39	"Phenol, 4-ethyl-2,6-dimethoxy- (Ethylsyringol)"	Aromatic	Lignin	0.004619842	0	0.003216919	0.003853806	0	0.004049173	0.000575955	0	0.001956828	0.00300602	0	0.002088475	0	0	0	0.004249825	0	0.008426371	0.004608329	0	0	0.001755012	0	0.003873929	0.004559343	0	0.001355631	0.00239604	0.003744129	0.001636539	0.002390843	0	0.003960739	0.004801243	0	0.002659745	0.003738955	0	0.000667804	0.002593765	0	0.002891346	0.00395104	0	0	0.003141857	0	0.00455441	0.005564396	0	0.000522584	0.005107648	0	0	0.001238815	0	0.006394977	0.004697196	0	0.005167184	0.000930775	0	0.003308159	0.00479935	0	0.001931414	0.004223086	0	0.003190619	0.003705652	0	0.003463712
compound.40	"Phenol, 2-methoxy- (Guaiacol)"	Aromatic	Lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001870173	0	0.004002707	0	0	0.000626735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000641689	0	0	0
compound.41	"Benzoic acid, methyl ester"	Aromatic	Lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000195394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00026373	0	0	0	0	0	0	0	0	0	0	0	0.000212434	0	0	0.000133708	0	0	0	0	0	6.2587E-05	0	0	0.000194413	0	0.000222298	0.000378302	0	0	0.00022677	0	0.000166483	0	0	0
compound.42	"Benzaldehyde, 4-hydroxy-3,5-dimethoxy- (Syringaldehyde)"	Aromatic	Lignin	0.001728898	0	0	0.002405007	0	0.004524511	0.003000058	0	0.005023276	0	0	0.004411554	0	0	0.003142179	0	0	0.00447651	0	0	0	0.002418672	0	0	0.003147308	0	0.005365118	0	0	0.009936129	0.001096799	0	0.004723057	0	0	0	0	0	0	0	0	0.002633702	0	0	0.004097282	0	0	0.003834178	0	0	0.007617327	0	0	0	0	0	0.004248411	0	0	0	0	0	0.001967352	0	0	0	0	0	0	0	0	0
compound.43	"Benzoic acid, 4-hydroxy-3-methoxy-Vanillic acid)"	Aromatic	Lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177445	0	0	0	0.000635499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027879	0	0
compound.44	"Phenol, 2-methoxy-4-methyl- (4-Methylguaiacol)"	Aromatic	Lignin	0	0	0.005082732	0	0	0	0.000495293	0	0	0.000109323	0	0.000226698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000559239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.45	"Phenol, 2-Methoxy-4-vinyl- (Vinylguaiacol)"	Aromatic	Lignin	0	0	0	0.001302471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004868598	0.00099844	0	0	0	0	0.002384497	0	0	0	0.000192762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000243746	0	0	0.000242586	0	0	0	0	0	0.000176528	0	0	0	0	0
compound.46	"Phenol, 2-methoxy-4-(1-propenyl)- (4-Isoeugenol)"	Aromatic	Lignin	0	0	0	0.003071455	0	0	0	0	0	0.000318548	0	0	0	0	0	0.001587578	0	0	0.001929391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000999106	0	0	0.00237425	0	0	0	0	0	0	0	0	0	0	0
compound.47	"Ethanone, 1-(3,4-dimethoxyphenyl)-"	Aromatic	Lignin+TMAH	0.019981523	0.002764173	0.008943034	0.020717831	0.000527342	0.019541662	0.018679609	0.00360106	0.010146517	0.016899514	0.006077906	0.014943181	0.007563104	0.001617949	0.009557461	0.017259824	0	0.021065928	0.027066992	0.008765095	0.007705926	0.028758598	0.005322193	0.023878097	0.019734469	0.013749559	0.018700639	0.022155162	0.020646975	0.030485151	0.01897732	0.001797261	0.022206652	0.024988923	0.011938089	0.011103378	0.019696283	0.00203756	0.018692471	0.020054881	0	0.016317498	0.017126824	0.000633622	0.020462164	0.023328758	0.002399743	0.017709242	0.020421058	0.003613862	0.018748072	0.023933745	0.001834736	0.007895995	0.011322501	0.003033104	0.01887189	0.019169637	0	0.018464724	0.020645655	0	0.016916721	0.022020546	0.000573808	0.012218658	0.019010676	0	0.02441982	0.007549833	0.005127437	0.021936842
compound.48	"Benzoic acid, 4-hydroxy-3-methoxy-, methyl ester
(Vanillic Acid, methyl est"	Aromatic	Lignin+TMAH	0.003769564	0.00115832	0	0.00433191	0	0.003221733	0.003226478	0	0.006622727	0.008060918	0	0.00655358	0.011254924	0	0.002011867	0.007555244	0	0.004314464	0.004233555	0.003833054	0	0.004557132	0	0.002771863	0.005937353	0.006004061	0.007661301	0.003479181	0.01581759	0.005229541	0.001628762	0.002343681	0.003811589	0.000958845	0	0.003715199	0.003822414	0.00422664	0.001296413	0.008329461	0.017412688	0.00310605	0.008054695	0	0.005382228	0.012755563	0	0.006545641	0.004577606	0.000870881	0	0.011124512	0.004993018	0.007510824	0.004684407	0	0.004606172	0.004709891	0	0.00276726	0.005711965	0	0.004060013	0.007763654	0.006541408	0.003776239	0.002471388	0.00077857	0.003921431	0.009471924	0.001213158	0.009104614
compound.49	"Benzene, 1,2-dimethoxy-4-(1-propen-1-yl)- (Methylisoeugenol)"	Aromatic	Lignin+TMAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000540633	0	0	0	0	0	0	0	0.002606031
compound.50	"Benzene, 4-ethenyl-1,2-dimethoxy-"	Aromatic	Lignin+TMAH	0.007354901	0	0.000769916	0.00505631	0	0	0.000205193	0	0	0.001091738	0	0	0	0	0	0.0017097	0	0	0.003206397	0	0	0.001533792	0	0.001382592	0.001871372	0	0	0.001673946	0	0	0.003765578	0	0.0010109	0.001156791	0.002659225	0.000654382	0.001250213	0	0.001507457	0.001978748	0	0	0.001251445	0	0	0.001881351	0	0	0.001781703	0	0	0.000867765	0	0	0.000333015	0	0	0.00148533	0	0	0.00098411	0	0.000481187	0.001242185	0	0.001171356	0.001079535	0	0.000773591	0.000777494	0	0.001027568
compound.51	"Benzene, 1-methoxy-4-methyl-"	Aromatic	Lignin+TMAH	0	0	0.00130178	0	0	0.001220033	0	0	0.001009653	0	0	0.001425467	0	0	0.000447324	0.002816934	0	0.00076364	0	0	0	0	0	0	0.002790046	0	0.00022741	0	0.001386413	0.000271629	0	0.002389765	0.003049272	0	0	0	0.000347189	0	0	0	0	0	0	0	0	0.001749657	0	0	0.001258156	0	0	0	0	0	0.001998088	0	0.000675274	0	0	0.000337949	0.002184998	0	0.000779422	0.002936073	0	0.00072398	0.002064016	0	0	0	0	0
compound.52	"3,4-Dimethoxyphenylacetone"	Aromatic	Lignin+TMAH	0	0	0	0	0	0.02271058	0	0	0	0	0	0.011628141	0	0	0.010212082	0	0	0.022483827	0	0	0	0	0	0.006428718	0	0	0	0	0	0.020887404	0	0	0.012810255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003483894	0	0	0	0	0	0	0	0	0.025468585	0	0	0.011002134	0	0	0	0	0	0	0	0	0
compound.53	"3,4-Dimethoxytoluene"	Aromatic	Lignin+TMAH	0	0	0.00022304	0	0	0.00031161	0	0	0	0	0	0.001078663	0	0	0	0	0	0.001302442	0	0	0	0	0	0.000626174	0	0	0.000898602	0	0.000930606	0.001707291	0	0	0.002071516	0	0	0.001946258	0	0	0	0	0.000311571	0	0	0	0	0	0	0	0.001079986	0	0	0	0	0	0.001545188	0	0	0	0	0.001094659	0	0	0.001799438	0.003472471	0	0	0.004263823	0	0	0	0	0
compound.54	"Benzene, 1-ethenyl-4-methoxy-"	Aromatic	Lignin+TMAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146565	0	0	0.001515311	0	0	0	0	0	0	0	0	0	0	0	0.000538299	0	0	0	0	0	0	0	0	0.000523722	0	0	0	0	0	0	0	0	0.00061087	0	0.000694423	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.55	"Benzene, 1,2-dimethoxy-"	Aromatic	Lignin+TMAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000247499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.56	"Hexadecanoic acid, methyl ester (Palmitic acid-C16)"	FAME	Lipid	0	0.216131975	0.375307189	0	0.363551578	0.193656108	0.076699607	0.278150819	0.314891913	0.029162877	0	0.283053438	0.330725558	0.137761677	0.255302045	0	0.204530299	0.277503088	0.099662051	0.239632863	0.531999101	0.088193032	0.192417758	0.089334138	0.078087254	0.159328543	0.306893603	0.203499268	0	0	0.242072897	0.322256149	0.164064069	0.088163168	0.178755508	0.291305358	0.094475393	0.269548013	0.158283018	0.105889771	0.212202626	0.153155468	0.183138319	0.429522514	0	0	0.114515438	0.224543018	0.076202067	0.190468291	0.133303218	0.088381036	0.13988375	0.389022179	0.246430914	0.251784804	0.250432667	0.049003179	0.170297316	0.254685852	0.187531366	0.150038623	0.121299154	0.047287711	0.180175631	0.428134086	0.078486935	0.101259123	0.088232196	0.138875373	0.127683233	0.109189392
compound.57	n-Docosane (C22)	Aliphatic	Lipid	0.006703022	0	0	0.009286804	0	0	0.006452956	0	0	0.008090829	0	0	0	0	0.007899089	0.009655732	0	0	0.006468317	0	0	0.008052407	0	0	0.012538193	0	0	0	0	0.011597277	0	0	0.008302636	0	0.009190433	0.007388179	0.011567394	0	0	0.015642807	0	0.005553675	0.024757588	0	0.02390485	0.025774515	0	0.011693184	0.010539459	0	0.008015908	0.010121701	0	0	0	0	0.011828472	0.012339661	0	0	0	0	0	0.016656567	0	0	0.014393798	0	0	0.023549939	0	0.005294531
