Compound_ID	Compound	Type	Source	A1	A1MS	A1P	A2	A2MS	A2P	A3	A3MS	A3P	A4	A4MS	A4P	A5	A5MS	A5P	A6	A6MS	A6P	B1	B1MS	B1P	B2	B2MS	B2P	B3	B3MS	B3P	B4	B4MS	B4P	B5	B5MS	B5P	B6	B6MS	B6P	C1	C1MS	C1P	C2	C2MS	C2P	C3	C3MS	C3P	C4	C4MS	C4P	C5	C5MS	C5P	C6	C6MS	C6P	D1	D1MS	D1P	D2	D2MS	D2P	D3	D3MS	D3P	D4	D4MS	D4P	D5	D5MS	D5P	D6	D6MS	D6P
compound.58	"1-Butyne, 3,3-dimethyl-"	Aliphatic	Lipid	0.006532966	0.016005876	0.006219376	0.004201518	0.010726698	0.002376689	0.004952927	0.007388381	0.002026804	0.006834582	0.013600909	0.002907035	0.003794371	0.012960756	8.9683E-05	0.009150963	0.0072104	0.002066081	0.008952928	0.004235122	0.001753985	0.007344503	0.011831645	0.004508452	0.009271798	0.007459591	0.002539048	0.006187034	0.010255659	0.002337913	0.008308181	0.007142961	0.007838617	0.012031184	0.006063791	0.004200708	0.008012047	0.006459583	0.007672958	0.002446695	0.006686472	0.002576447	0.001814426	0.003000565	0.00232745	0.003988465	0.012819476	0.001501896	0.013184602	0.00195504	0.00248006	0.005843043	0.009986035	0.002045255	0.004018378	0.008924018	0.0014221	0.008442257	0.014866602	0.002791749	0.008120624	0.014509229	0.011302876	0.007622497	0.004705223	0.005411807	0.009125125	0.011025993	0.008841044	0.003826865	0.011796456	0.004568801
compound.59	3-Decene	Aliphatic	Lipid	0.001983981	0.004027794	0.003259811	0.002390519	0.007322417	0.000878495	0.001253798	0.003880452	0.00151448	0.002362941	0.009945664	0.001280116	0.002179199	0.010428688	0.000600069	0.003175156	0.00838857	0.001099885	0.00190163	0.004154708	0.001267125	0.00272838	0.006959791	0.001769985	0.003555607	0.001128036	0.001337968	0.001903703	0.00534488	0.001347376	0.002570157	0.005694618	0.00233667	0.001684647	0.002457099	0.00209191	0.00273745	0.01196219	0	0.001148476	0.006593605	0.000913207	0.001131049	0.011118845	0	0.002633892	0.00934102	0.000800729	0.001269121	0.001809893	0	0.001141867	0.007331018	0.002226285	0.001436404	0.011633095	0.000892166	0.001472634	0.008888497	0.001844024	0.002511888	0.008367539	0.0049873	0.00383948	0.005967601	0.001950656	0.003842872	0.019846788	0.003475814	0.002389626	0.003418291	0.00298539
compound.60	7-Tetradecene	Aliphatic	Lipid	0	0.003448634	0.004353563	0	0.00240869	0	0	0.00471863	0	0	0.010285687	0	0	0.011930762	0.007724523	0.001398697	0.005608089	0	0	0.004529972	0	0	0.00802423	0	0	0	0	0	0.003744129	0	0	0.004608362	0	0	0.007042841	0	0	0.007655802	0	0	0.006872208	0	0	0.007158709	0	0	0.010200863	0	0	0.0032584	0	0	0.008480205	0	0.016584135	0.012164287	0	0	0.009989727	0	0	0.009521682	0.002428489	0	0.007861166	0.002766035	0	0.010440941	0	0	0.00730576	0.001540527
compound.61	Propene	Aliphatic	Lipid	0	0.001826986	0.001155946	0.000951861	0	0	0.001088229	0	0	0.001540398	0	0	0	0	0	0.00039893	0	0.000194657	0	0.001825391	0	0.001710768	0	0	0.001041163	0.002651144	0	0.001756002	0	0	0.00095036	0	0	0.001023423	0	0	0.001173431	0	0.00107331	0.001246077	0	0.000817306	0.000429018	0	0	0.00079393	0	0.00014214	0	0	0.000606729	0	0	0	0.000532824	0	0	0	0	0	0	0	0	0.002131476	0	0	0	0	0.001046309	0.000408661	0	0.001147973
compound.62	Isocrotonic acid	FAME	Lipid	0	0.004317374	0	0	0	0	0.000551898	0.006674378	0	0	0	0	0	0	0	0.000511282	0	0	0	0.007371257	0	0.000514705	0	0	0.00019054	0.006783809	0	0	0	0	0	0	0.000601568	0	0	0	0.000826242	0	0.000710012	0	0	0.000694209	0	0	0	0	0	0	0	0	0.000806019	0	0	0	0	0	0	0	0	0	0.002924801	0	0.00166661	0	0	0	0	0	0.000803893	0.000408661	0	0.000922007
compound.63	"2-Butenedioic acid, 2-methyl-, (E)-"	FAME	Lipid	0.000651879	0.000408045	0	0.002593351	0	0	0.000769826	0	0	0.001115667	0	0	0.000794767	0	0	0	0	0	0.001383887	0	0	0.001111999	0	0	0	0	0	0.001598454	0	0	0	0	0	0	0	0	0.001719252	0	0.000390431	0.003569769	0	0.00183214	0.001694029	0	0.00129222	0	0	0	0	0	0	0	0	0	0	0	0	0.003224562	0	0	0.001006476	0	0	0.001976203	0	0	0	0	0.000390361	0	0	0.000559142
compound.64	"1-Hexene, 3-methyl-"	Aliphatic	Lipid	0.000698645	0.002356128	0	0.000150675	0.001785642	0	0.00040614	0	0.00046734	0.000907788	0	0	0.001010123	0.007853703	0	0.000638288	0	0	0.00033452	0.001956734	0	0.001218185	0.006877911	0	0.000476349	0	0.001167962	0.000372535	0.000447668	0	0.000781507	0.00300531	0.001519664	0.00013056	0.004768919	0.001211661	0.000829581	0.000277124	0.000764281	0.000526775	0	0.000366428	0	0	0.000727328	0.001241692	0.00902835	0.000737179	0.000235733	0.002485271	0.000611158	0.000272764	0.000685549	0.000155994	0	0.000168919	0	0.000421478	0.010501012	0	0.001544983	0.000453413	0.001944796	0.003472471	0.007172597	0	0.000509215	0.010710965	0.000864497	0	0.000603228	0.000413996
compound.65	1-Heptene	Aliphatic	Lipid	0.000147381	0.001516346	0.003002458	0.000240501	0.004367757	0.00075878	0.000806619	0.002098549	0.001629441	0.001003502	0.005567872	0.000951162	0.000797331	0.010600353	0.000166055	0.000475459	0.006692005	0.000623876	0.000154074	0.000812178	0.001047877	0.000163703	0.002468679	0	0.001374608	0.001590686	0.001249653	0.000233039	0.005480537	0.001150499	0.000778518	0.007505046	0.002088088	0.00067807	0.006284867	0.002132017	0.000479054	0.006300087	0.000684386	0.000451903	0	0.000349252	0	0.009595716	0.000501856	0.002765587	0.005549895	0.000711759	0.000801766	0.003169535	0.000538823	0.000163124	0.004953391	0.001794894	0.001500786	0.012801717	0.00086757	0.000378315	0.005584808	0.001263634	0.00109594	0.004534134	0.004034951	0.000739664	0.009238305	0.001488848	0.001340253	0.006525588	0.00115504	0.001490919	0.005764177	0
compound.66	n-Nonane	Aliphatic	Lipid	0	0.001700624	0.001372552	0	0.003243702	0.000889058	0	0.001778799	0.000624786	0.000672989	0.004377792	0.000688508	0	0.004004101	0.000279305	0.001434519	0.004109457	0.000721103	0	0	0.000473963	0	0.003569964	0	0.001236807	0	0.000801456	0	0.002794531	0.000685993	0	0.004180442	0.001203137	0	0.002873984	0.0006966	0	0.006858322	0	0	0.005014854	0	0	0.003229035	0	0.001307539	0.006761492	0.000620671	0	0	0	0	0.005310035	0.000839672	0.001483026	0.008711542	0.000605958	0	0.005073523	0.001315061	0	0.005894374	0	0.000770719	0.005548721	0	0.000555383	0.008010722	0.000819936	0.001319489	0.005663639	0
compound.67	2-Propyn-1-amine	Aliphatic	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000483049	0	0	0
compound.68	"1,3-Butadiene"	Aliphatic	Lipid	0	0.011425247	0.000450369	0	0	0	0	0.010616917	0.000792228	0.000550356	0.010455698	0	0	0.000806829	0	0.004949987	0	0.001768323	0.000544116	0	0	0.00154854	0.006918851	0.003172614	0.001701247	0.0037168	0	0	0.003147239	0.001135118	0	0.00046742	0.000185608	0	0.000577955	0	0.003889181	0.006658952	0	0.00336922	0	0.00058972	0.000388321	0	0.000516403	0	0.004260131	0	0	0	0	0.000197888	0	0	0	0	0	0.000311031	0.004758886	0.001716681	0.002546297	0	0.003684086	0.000674732	0	0	0.001371485	0	0.000313714	0	0.009685159	0
compound.69	C14_alkene_3	other	Lipid	0.000800678	0.002764173	0.00619793	0	0.001920529	0	0.001201438	0	0.01546969	0.007283242	0.009563139	0	0	0	0.013354261	0.002116771	0	0.005489295	0	0.001753019	0.00502981	0.003687	0	0.002337716	0	0.007043725	0	0.002182694	0	0	0.015988765	0	0.007523746	0.005082017	0.00236551	0	0.001211822	0.027832029	0	0	0	0	0.001400669	0	0.002024397	0.011099974	0.039083767	0	0.008442531	0	0	0	0	0	0	0	0	0	0.009911068	0	0.005213028	0.038498921	0.008621262	0.001806814	0.114187741	0.002669825	0.002457809	0.007470673	0	0.010372363	0.008813829	0
compound.70	"9-Hexadecenoic acid, methyl ester, (Z)-"	FAME	Lipid	0	0	0	0	0	0.082039769	0	0	0	0	0	0	0	0	0.105830335	0	0	0	0	0	0	0	0	0.029722386	0	0	0	0	0	0	0	0	0.018560784	0	0	0	0	0	0	0	0	0.064124906	0	0	0.049943196	0	0	0.023937133	0	0	0.005521086	0	0	0	0	0	0	0	0	0	0	0	0.042103839	0	0	0	0	0	0	0	0	0
compound.71	"1-Pentene, 3-ethyl-2-methyl-"	Aliphatic	Lipid	0	0.001166218	0.002552089	0	0	0.001200668	0	0	0	0	0.008585574	0.001239315	0	0.010514521	0.00055861	0	0	0.000719077	0	0	0	0.000207947	0	0	0	0	0	0	0	0.001156652	0	0.007077127	0	0	0.005463728	0.001420641	0	0.01196219	0	0	0.006732906	0	0.000897039	0.007920273	0	0.000805218	0	0	0	0	0	0	0	0.001687047	0.003596559	0	0.000299625	0	0	0.002132994	0	0.008367539	0.003809395	0.001261947	0	0	0.0006613	0	0	0.0008052	0.007138196	0
compound.72	n-Undecane	Aliphatic	Lipid	0.000452064	0.001653238	0.000572612	0	0.004290679	0.0006197	0	0.001064796	0.000589798	0.000173482	0.003833756	0.000747159	0	0.003768061	0.000257484	0.001144685	0.002587261	0.000593492	0	0	0.000422375	0	0.00307459	0	0.001328674	0	0.00052768	0	0.003282896	0.00085826	0	0.002442432	0.001063931	0	0.001977049	0.000635383	0	0.00462538	0	0	0.003185361	0	0.000832601	0.004546542	0	0.002765587	0.00570623	0.00093842	0	0.001027877	0	0	0.007766916	0.000635531	0.001847122	0.005311916	0.000983843	0	0.005230841	0.001011397	0	0.005193645	0.001303214	0.000866706	0.004366677	0	0	0.012916164	0	0.00133161	0.003485317	0
compound.73	n-Pentadecane	Aliphatic	Lipid	0	0.002353496	0	0	0.00346209	0	0	0.001704295	0	0	0.003723249	0	0	0.005664966	0	0	0	0	0	0	0	0	0.004257755	0	0.001119421	0	0	0	0.001603464	0	0	0.003357521	0	0	0.002198124	0	0	0.005382985	0	0	0.003617196	0	0	0.00488163	0	0	0.007894921	0	0	0.001362604	0	0	0.005745933	0	0	0.008499065	0	0	0.006843356	0	0	0.007089737	0.000902225	0	0	0	0.001188167	0.004590414	0	0	0.005194462	0
compound.74	"1,3-Octadiene"	Aliphatic	Lipid	0	0.001719052	0.00030668	0	0	0	0	0	0.00037987	0	0.003072955	0	0	0	0	0	0.002450593	0	0	0	0	0	0	0	0.000250083	0	0	0	0.000987582	0	0	0.002248222	0	0	0.001515948	0.000521394	0.000916378	0.002045534	0	0	0.00058971	0	0	0	0	0.001066726	0	0	0	0	0	0	0.002361777	0	0.001483026	0.001242988	0	0	0.001470928	0.000284073	0	0.004204379	9.84929E-05	0.001364992	0	0	0.001220757	0.002983769	0	0.001004336	0	0
compound.75	n-Octane	Aliphatic	Lipid	0	0	0.00074847	0	0.00159937	0.000617939	0	0	0.000689763	0	0.004144027	0.00080326	0	0.002463402	0.000290215	0	0.003421405	0.000546904	0	0	0	0	0.004380574	0	0.001240209	0	0.000733012	0	0.002903057	0.000599859	0	0.004213359	0.000861751	0	0.003474047	0.000911912	0	0.004904498	0	0	0.003714707	0.000117371	0.000410365	0	0.000271536	0.001414776	0.004103796	0.000338933	0	0	0	0	0.004358984	0.001086181	0.001478585	0.006480537	0.000523225	0	0.006017434	0.001028539	0	0.004328037	0	0	0.003563346	0	0.001029292	0.005895531	0	0.001267541	0.005093924	0
compound.76	n-Heptane	Aliphatic	Lipid	0	0	0	0	0	0	0.000225004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181941	0	5.16954E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00336181	0.000213273	0.0005155	0	0	0	0	0	0	0.001187835	0.000126808	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003758441	0	0	0	0	0	0	0
compound.77	n-Tetracosane	Aliphatic	Lipid	0.018139255	0	0	0	0	0.029928671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015485399	0	0	0	0	0	0	0	0	0	0	0	0	0.037582872	0	0	0	0	0	0	0	0	0	0	0.035745677	0	0.023513467	0	0	0	0	0	0	0	0	0	0.028944883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.78	"9-Octadecenoic acid, methyl ester, (E)-"	FAME	Lipid	0	0	0	0	0	0	0	0	0.032988677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.79	1-Hexadecene	Aliphatic	Lipid	0	0.003317007	0.001297491	0	0	0	0	0	0	0	0.008330556	0	0	0.009398694	0	0	0	0	0	0	0	0	0.006796031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006459583	0	0	0.0338967	0	0	0.00582597	0	0	0.009458272	0	0	0.002935522	0	0	0	0	0	0.016148224	0	0	0.008062575	0	0	0.007749248	0	0	0.005382317	0	0	0	0	0	0.037534179	0
compound.80	n-Dodecane	Aliphatic	Lipid	0	0	0.000458947	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003275312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004377944	0	0	0.002747655	0	0	0.004585506	0	0	0.006315002	0	0	0	0	0	0.006956911	0	0	0	0	0	0.00606295	0	0	0	0	0	0	0	0	0.005276083	0	0	0	0	0	0.008145734	0	0	0	0
compound.81	"Hex-2-yn-4-one, 2-methyl-"	Aliphatic	Lipid	0	0	0.000319547	0	0	0	0	0	0	0.000444173	0	0	0	0	0	0.000481972	0	0	0	0	0	0	0	0	0	0	0	0	0.000140269	0	0	0	0	0	0	0	0	0.000349695	0	0	0	0	0	0	0	0.001713911	0	0	0	0	0	0	0	0	0	0	0	0.000135838	0.000367732	0	0	0	0	0.000352893	0	0	0.000578468	0	0	0	0	0
compound.82	n-Nonacosane (C29)	Aliphatic	Lipid	0	0.003395984	0	0	0	0	0	0	0	0	0.008118042	0	0	0.053645513	0	0.005210513	0.055138352	0	0	0.033237668	0	0	0	0	0	0	0	0	0.005453406	0	0	0	0	0	0.007263916	0	0	0	0	0	0	0	0	0	0	0.004327108	0	0	0.00078669	0.023875186	0	0	0.018109596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04428399	0	0	0.041555698	0
compound.83	n-Heptacosane (C27)	Aliphatic	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025063184	0	0	0	0	0	0	0	0.010146623	0	0	0	0	0	0	0.012073461	0	0	0	0	0	0.036635404	0	0	0.032856148	0	0	0	0	0	0	0	0	0.027319553	0	0	0.022245986	0	0	0.057459331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009283007	0
compound.84	n-Tridecane	Aliphatic	Lipid	0	0.002922125	0	0	0.004239294	0	0	0.001859513	0	0	0.004377792	0	0	0.005407468	0	0	0.004180147	0	0	0	0	0	0.005977232	0	0.00094079	0	0	0	0	0	0	0.00589212	0	0	0.005179488	0	0	0.005861473	0	0	0.004829119	0	0	0.004325688	0	0	0.006839659	0	0	0.001863212	0	0	0.005191153	0	0	0.007649159	0	0	0.006214082	0	0	0.005811936	0	0	0.004802771	0	0.000636858	0.005850527	0	0.000524679	0.004624747	0
compound.85	n-Heptadecane	Aliphatic	Lipid	0	0.002922125	0	0	0.002376574	0	0	0	0	0	0.00433529	0	0	0.006137047	0	0	0	0	0	0	0	0	0.005526893	0	0	0.000930499	0	0	0	0	0	0.003357521	0	0	0	0	0	0.004784876	0	0	0.003538258	0	0	0	0	0	0.007660418	0	0	0.001294473	0	0	0.005111899	0	0	0.008020993	0	0	0.005270171	0	0	0.006018033	0	0	0.003339561	0	0	0	0	0	0.004457184	0
compound.86	n-Decane	Aliphatic	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003310027	0	0	0.003752523	0	0	0.003158225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003471537	0	0	0	0	0	0	0
compound.87	n-Hexadecane	Aliphatic	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005270171	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.88	n-Tricosane (C23)	Aliphatic	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00396118	0	0	0	0	0	0.007232334	0	0	0.01698631	0	0	0	0	0.005765466	0	0	0	0.01078712	0	0	0.004621004	0	0	0.014582782	0	0	0.008658423	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008294427	0	0
compound.89	n-Tetradecane	Aliphatic	Lipid	0	0	0	0	0	0	0	0	0	0	0.004292787	0	0	0.003776644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005595868	0	0	0	0	0	0.005303238	0	0	0.00371935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006055584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.90	n-Hexacosane (C26)	Aliphatic	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012875003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071815555	0	0	0	0	0	0	0	0	0.08282069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.91	" Hepta-2,4-dienoic acid, methyl ester"	FAME	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004127904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006427935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.92	n-Heneicosane (C21)	Aliphatic	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002448168	0	0	0.012146906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004221047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.93	n-Eicosane	Aliphatic	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006634395	0	0	0.004548983	0	0	0	0	0
compound.94	n-Octadecane	Aliphatic	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002077595	0	0	0	0	0
compound.95	"2-Pentenedioic acid, dimethyl ester"	FAME	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001185405	0	0	0	0	0	0	0	0	0	0	0
compound.96	Dodecene	Aliphatic	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002364734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.97	n-Pentacosane (C25)	Aliphatic	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011134739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.98	n-Octacosane	Aliphatic	Lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004144188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compound.99	"Pyrazolo[5,1-c][1,2,4]benzotriazin-8-ol"	Aromatic	N-Bearing	0.03046828	0.013347005	0.017607269	0.024339829	0.034749365	0.051054792	0.034670487	0.016328943	0.06697701	0.0348459	0	0.082876007	0.048711516	0.020471128	0.075281372	0.04086996	0.034025547	0.067248924	0.037754983	0.011740402	0.064162316	0.032298117	0.018382037	0.029722386	0.055460664	0.011202382	0.071093338	0.029704329	0.065929236	0.127047096	0.031828103	0.034233544	0.050544991	0.0362199	0.047373368	0.064171615	0.03989332	0.019777487	0.024571554	0.032622606	0.021684601	0.044229009	0.088347282	0.016678268	0.078793877	0.084660815	0.020831648	0.082403051	0.042212656	0.012085702	0.063625346	0.047065242	0.037606141	0.091670573	0.046622065	0.011739334	0.069986986	0.029325737	0.017305039	0.099180548	0.033377142	0.016075567	0.048619909	0.035995123	0.018648752	0.014046646	0.032725521	0.025922336	0.051869836	0.058874846	0.031568925	0.028039572
compound.100	N-Butyl-tert-butylamine	Aliphatic	N-Bearing	0.010855211	0.006002203	0.010122571	0.015647033	0	0.002535134	0.034528975	0.008412821	0.003948645	0.013444834	0.005397861	0.004896059	0.041276601	0.005321635	0.002836689	0.010893228	0.004670266	0.003362446	0.010590828	0.017798235	0.004062539	0.008952035	0.004339635	0.013375074	0.002160584	0.009850819	0.002318261	0.015426557	0.002108108	0.004737349	0.009712801	0.001622802	0.005700812	0.01130117	0.001686492	0.003187472	0.012051455	0.000697794	0.026531249	0.020322279	0.00242849	0.03607026	0.018313832	0.002338004	0.040730373	0.002859654	0	0.004596777	0.015487111	0.028318458	0.048863084	0.014039348	0	0.004968699	0.003596559	0.001264236	0.009592466	0.014599393	0.001014705	0.003526419	0.013540109	0.003231601	0.012555966	0.010699727	0.001893566	0.014359329	0.00718332	0.001719155	0.019250661	0.002389626	0.000904842	0.019297823
compound.101	"1H-Tetrazole, 1-methyl-"	Aromatic	N-Bearing	0.008431919	0.011161992	0.003988979	0.008330596	0.001361713	0.001262286	0.013387053	0.014683631	0.000927182	0.009541495	0.005185346	0.000545707	0.007742567	0.005321635	0.000386226	0.006920212	0.001936911	0.000943916	0.00737055	0.025812802	0.000444945	0.005058564	0.002333577	0.009133789	0.001871372	0.010552592	0.000585085	0.009551337	0.001695711	0	0.006096651	0.001807136	0.002402959	0.008535542	0.001114853	0.001405865	0.003738955	0.002739341	0.014320845	0.010375058	0.000835809	0.011880284	0.007308576	0	0.012703997	0.001277438	0.004572801	0.000302921	0.01125214	0.029384844	0.016238487	0.006912707	0.001347322	0.000489167	0.001203293	0	0.001833525	0.007744026	0.00152599	0.00015575	0.006296925	0.004286818	0.006766688	0.005392211	0	0.00533965	0.003924347	0.000585053	0.013831956	0.001203471	0.003384779	0.009533455
compound.102	3-Pyridinol	Aromatic	N-Bearing	0.01030253	0	0.006605407	0.011010875	0	0.010703901	0.0075426	0	0.01054638	0.008718953	0	0.011704642	0.014331441	0	0.010233902	0.009867409	0	0.015718423	0.007953531	0	0.014444582	0.00265464	0	0.005894383	0.011806657	0.000714769	0.014527769	0.008304083	0.003934049	0.014458144	0.008636922	0	0.010987321	0.004815281	0.013390872	0.017773849	0.014972514	0	0.007009677	0.003596509	0	0.006713076	0.010988299	0	0.012582776	0.01830555	0	0.0120533	0.001126585	0	0.008045432	0.002674161	0	0.017794876	0.020380503	0	0.018424689	0.00304683	0	0.015623997	0.010030347	0	0.009723982	0.013226443	0	0	0.010591662	0	0.007058576	0.020433035	0	0.009467479
compound.103	1H-Pyrrole-2-carboxaldehyde	Aromatic	N-Bearing	0.007751697	0	0	0	0	0	0.004316122	0.007388381	0	0.002706913	0	0	0	0	0	0	0	0	0	0.011659988	0	0	0	0.00164809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003277813	0.002441844	0	0.002885068	0	0	0.001643824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00691093
compound.104	"2,5-Furandione, 3-methyl-"	Aromatic	N-Bearing	0.002820087	0	0	0.003303263	0	0	0.003000058	0.001542868	0	0.002318075	0	0	0	0	0	0.001986508	0	0	0.001859988	0.004637191	0	0.001637028	0	0.002972239	0	0.002989035	0	0.003052489	0	0	0.002196587	0	0	0.001782918	0	0.000770482	0	0	0.004492223	0.002540285	0	0	0.001276881	0	0	0.000771354	0	0	0.001795408	0	0.004413916	0.003783938	0	0	0	0	0.001097879	0.00252633	0	0	0.002271022	0	0	0	0	0	0	0	0.004545295	0	0	0.004106973
compound.105	Aniline	Aromatic	N-Bearing	0.004435615	0.008608423	0	0.002549887	0.003153778	0	0	0.008723257	0	0.003245305	0.002354657	0	0	0	0.000423321	0.004298673	0	0	0.003567291	0.006701143	0.000506205	0.003716496	0	0.004107701	0.004031956	0.007901448	0	0.003692527	0	0	0	0	0	0.003650067	0	0.001781607	0.003471887	0	0.003421928	0.002446695	0	0	0	0	0.000800061	0	0	0	0.004824304	0	0.002081479	0	0.003586255	0	0.000745953	0	0.000512045	0.003922793	0.00301265	0	0.002150589	0	0.001829512	0.002950189	0	0.002157507	0	0.006030543	0.006969452	0	0	0.003117341
compound.106	"1H-Pyrrole, 3-methyl-"	Aromatic	N-Bearing	0.001043007	0.014373698	0.003324149	0.006142909	0.012011333	0.000885537	0.002250044	0.012852058	0.002236732	0.007343063	0.015046005	0.002677533	0.001889494	0.013432836	0.001121583	0.004266107	0.008294316	0.002288894	0.008758601	0.004932041	0.000809283	0.008244131	0.009129609	0.002838655	0.006430715	0.008187356	0.001300434	0.004250509	0.007596784	0.002144112	0.008308181	0.011290486	0.002452675	0.00307448	0.008337713	0.003947399	0.005641817	0.003488972	0.004492223	0.00331574	0.008079487	0.000543917	0.000754598	0.003122415	0	0.00380033	0.01109979	0.001376915	0.002562911	0.00169733	0.001490988	0.004960569	0.006498848	0.001964369	0.004240388	0.007967874	0.000447201	0.005535074	0.014591294	0.002595837	0.004834524	0.007543151	0.006691503	0.003204272	0.005852839	0.003054665	0.002267702	0.015121362	0.004741366	0.003913446	0.011193228	0.002111215
